turn_idx,B1,A1,B2,A2,B3,A3,B4,A4,B5,A5,B6,A6,B7,A7,B8,A8,B9,A9,B10,A10,B11,A11,B12,A12,B13,A13,B14,A14,B15,A15
10,94580531.09562044,-33566748.22312313,-0.0031419819140302515,9.567037244436193e-19,-2.825893776373248,-79.98916863644203,0.007133119935584796,-0.025154288096808006,-89121.74170109893,-11110.46565636208,19.799691837195496,-52.738430067024865,-77094465.64834626,-6216547.36238385,80355.9215007393,-203692.79832412643,-568177775477.8721,-274703395255.28766,-587199651.7891427,608213480.9291903,279603863263488.06,376101480415432.2,-1523960311864.5422,421140227799.08386,-1.2558271436498025e+18,-3.428630272691151e+17,-98646666830639.92,-754119621769826.2,-1.2706192984634575e+21,1.970737160480427e+20
11,112101187.54186465,-29584775.408696193,-0.0031384715616942192,7.11371205565914e-19,33.5820370932303,-106.97656469147711,-0.02150201889205658,0.023504650798794362,28679.04159241029,38024.90659241923,4.098955211570516,13.96639935287044,129675368.02585454,-17487408.009353332,-70564.4833716472,146927.97204710837,487212282130.51715,184742229769.3564,232332943.06619143,-794955726.3968151,-411133295952746.9,-160085119512761.9,258472591882.56815,-1109600660706.328,3.3999805427813485e+17,-5.0651564505509096e+16,-247950150246039.56,526817416277499.4,-1.7495158433085346e+21,-6.473072674326176e+20
12,37265387.18810511,-40076026.747012906,-0.003128893101227109,6.8377696108424425e-19,-37.84890271807765,-55.42875780797364,-0.009215134496021325,0.008055178870288051,-5008.62545193153,-9327.660125175738,16.68020061447179,-30.79786652461433,-95434550.27864629,-67993829.49569632,71573.18059662575,-161939.23559191157,-439245099451.6739,-154001939527.88583,-284866575.67033887,968097949.4746671,574295723032273.4,-127665354994896.66,848094180504.2577,685677379341.5696,-4.2322401372601485e+17,5.3261544717217286e+17,-862121134344897.1,-444484544206293.0,4.074233144221995e+20,-8.717715575464203e+20
13,56552373.68881714,-91556530.75192662,-0.003133001512854267,-4.749822340160016e-20,-70.51920035141015,8.554318026778898,-0.005086693291623881,0.018446860326949487,-22316.742812923207,8350.994690018886,-36.87888859024343,-11.3253670824783,29296892.482184183,21522050.079424888,-97854.72266693103,128808.6324011812,176570742891.89795,4770984496.548694,508587023.84025264,-942448321.6588863,-201749584685303.06,-39629456633879.25,133647417748.47755,12314203380.01626,9.405825455484344e+17,-1.5589146946243948e+18,-1694875825457275.0,-171419310168821.28,6.748544742583146e+20,-1.9455436329952632e+21
14,22645369.02504555,167350143.84782323,0.11599033727996583,2.5814579130601425e-20,55.36591702975323,541.5988522558218,0.006954749145475768,-0.057367643931886966,-20764.14090772991,-11002.11901105066,19.007851654098403,-52.24603284848037,-14303408.08756409,29725075.318823982,183852.93132561265,-121947.44745003672,20301803288.204243,-635546125374.6862,-660971868.9808034,222805981.66541314,304251342288918.9,-53470313030339.74,103407734240.84363,715787984485.6741,-6.959957706635908e+17,1.0533720156051416e+18,-25514195763081.88,-453694928470061.3,-1.2370932686273719e+21,-6.1915038089390146e+19
15,12124563.095157845,180346142.43938792,0.1159910256297482,-4.4804571234780005e-21,137.08379436938503,614.4663868863942,-0.015392189062254605,-0.046161147061873437,-22561.821699066855,24290.808323910864,-57.49422112606458,52.72871766494916,60635592.02363395,80526517.14562008,-148554.1412219189,67468.26177609005,360291304483.38525,698564983893.4717,487186233.4026151,-245689833.59606907,2088343891431.0938,137355279298423.64,-619294191824.8453,-168584890373.5333,-8.053944947402948e+17,-5.832464831300047e+17,1506134910317272.2,1995152497397285.5,-8.530894002470812e+19,-1.6674776560839355e+21
16,-420917.93185191986,127072487.64916575,0.11599468446178197,4.111252410993475e-20,130.8433201150242,562.8202865277474,-0.024487332004186596,-0.08045734590210522,-112897.65695997463,9704.461901188246,56.47494691744423,13.469307830626281,-125109808.23360306,-17688301.355168864,97832.3668531537,-172212.07374844866,-387469328926.71796,-595962176560.7916,-550325343.6340106,432448977.61470294,-192213702524076.88,198728032069665.7,77084239502.29852,-627758996018.2859,4.920592080992181e+16,6.875360787710223e+17,-1645246711667380.2,1091714455774716.5,1.7667041253892432e+21,2.1118243513602676e+21
17,26944041.58551377,75992173.05986454,0.11599473039326326,-8.195777512902758e-21,308.085402417518,517.0036442920997,-0.012587490841981347,-0.027108975959168054,90167.01547647186,62378.778583201936,19.066585185796207,9.227019515118473,88944323.18812019,46443307.918931745,-54155.309022589594,194313.26284655044,730058644306.5132,348685247072.42645,367332262.13415337,-578492669.7920524,279558252711432.03,-263881560926670.9,646392564747.3002,741552110303.7478,-2.967494413402144e+17,1.3847071864063189e+17,-825394198196154.8,-760312432517057.2,9.5067784396132e+20,1.8155380639821875e+21
18,-38129850.06089132,82535646.78752053,0.1160000379730484,-7.932842062037403e-20,66.68525105630064,481.0417624982758,-0.007499614943670573,-0.06147862026016311,-157232.2507394539,-21006.4824825318,-15.447465482212868,-64.20332222462194,-90084910.40926068,-51258931.0517488,101092.82485179255,-342334.018841589,-564195664466.7683,-223647578277.85107,-288207932.60590947,628561960.7167178,296373947870288.7,590525634972633.1,-1546972552434.1702,640979323117.674,-4.858963445577074e+17,-5.556369030305944e+17,-659187057204954.8,39131800040310.234,-9.796140594482828e+20,1.7341902234209637e+21
19,-34188049.61678336,180906716.28606027,0.1159939712355415,-1.925749010502112e-20,162.02637842462337,439.28829690925687,-0.010353517104098937,-0.04755607275195031,-22725.929359961934,-3766.516351015856,-15.646949245741583,34.84104388108867,49089144.21408551,-19100652.15984192,-53066.35952255001,181617.47801959788,517054247476.75543,-76335347125.90372,77136205.17517053,-779186556.8681027,-343629204636988.44,-249911573934196.28,753326398282.1315,-1303299925010.9797,5.497210347497294e+17,4.5473621393428e+17,1172328326761287.2,803306087509276.9,-3.991568341638395e+20,3.7103489735374334e+20
20,-47225473.68625754,127552708.70137735,0.11600725261260587,5.0272779720793757e-20,97.99318072086157,504.51195820693124,-0.00613086997485681,-0.05409663029223883,-29123.132294594634,-22779.441932116522,49.3863916449104,-29.816295845115842,3441643.5152207087,33713676.30381686,21363.378332828917,-138927.11423549772,-664841943266.7778,235961734199.14835,151533263.09810463,789554434.287413,546562816763642.06,-242971337046631.78,1339123950545.5776,931648604263.4839,-1.3528867694323917e+17,9.919472461340477e+17,-1665817436332113.2,836190372284140.0,-6.029162465846432e+20,-7.576996330286046e+20
21,-64252384.89529516,154183303.01729646,0.11599695655496149,-3.1984075551347315e-20,92.62384720404094,520.4974556674244,-0.011538973704123096,-0.02405157921279138,29257.5106448755,6369.100969322631,-6.904210995099189,-16.50496536691777,44108089.683088824,34350110.43453076,8466.315194324709,126810.89634395132,742605305317.0892,-286216524188.0792,-537024472.1460953,-596306832.4793423,-47117800831165.945,166631778338022.34,-974453872214.4856,493936272053.8306,-1.2304221149334884e+18,3.993077725605045e+17,965284883955451.5,-300305028762586.25,9.384306012377216e+20,-2.3370353763341065e+21
22,83565664.94673415,140618826.56576493,0.11600237939829834,-2.17990815745297e-23,67.73784902263897,612.8267103135429,-0.023871374553869344,-0.0724684956959337,-103154.1403797985,42030.399226998285,-54.63949246976461,-28.081386577445038,-84199949.40438452,39555066.430752374,-63159.67026574323,-219976.01216987296,-727212018845.3046,482195714993.5975,225566551.42005667,403972876.1510353,218724378313690.53,-252133233419897.44,-124011737090.51607,-1354122541096.7383,-1.8246429681001043e+17,-3.527645012347784e+17,-266461586062040.4,-204341500244924.88,2.734320565618276e+21,-3.56109261526691e+19
23,-13557184.881387012,153857998.76414078,0.11599017533023281,-9.480561739151149e-20,205.7944157152111,610.6033560155225,-0.006322057407647645,-0.055812121766998686,-33385.05146044223,-50400.95800997745,37.9207454023045,48.7860699574062,77872691.18222462,-16412487.580815194,86418.90701232039,68197.36291594374,279145138986.0682,-704678691858.4734,-538865845.1443143,-405765212.9324689,37268258408508.59,-126411347786569.44,665373928571.6357,-126199427633.53386,-7.73415638577556e+17,8.826860906969238e+17,-565948547966598.6,-937597561978336.1,-2.357684448595977e+20,2.0692906582929598e+21
24,130053797.13311827,139755461.4978906,0.11599617383998492,-6.952394833992693e-20,225.3204595379764,532.7288569668037,-0.02746674073388359,-0.03837944363181937,-19568.695427569164,67947.25616423729,10.611488151666373,-5.228753267639109,37239529.01608255,86333507.71991354,-178710.91627521822,53529.426757221176,-61238470913.208466,690018420913.8757,511621537.9495755,150392688.36221755,150682417109146.38,147781677347825.9,-349321368931.8791,1226027656122.6204,-4.946791820514082e+17,-1.543508173723106e+17,-361230929714412.75,-314940948952401.2,-2.5803731556691843e+21,1.4546951478532679e+21
25,10686286.506952727,52014299.93254355,0.11600714441799859,1.5507289677138154e-20,212.12315983751535,441.2763956360726,-0.0008701952634666311,-0.050148420437592794,6824.549094911923,23603.101088690848,-23.79937254217083,-26.04715353507683,-45760914.76337004,3172100.242142016,222291.51961706174,-133495.00943749803,-43888213374.91806,-676615377345.0293,-615888698.0169969,50852802.42362451,-86365274754641.22,378476056590105.06,-1268886639898.0269,-887913764471.7826,9.398228546553546e+17,-4.835942303126375e+17,22072717392095.805,-645347704318333.9,-1.6433958124325516e+21,-1.1248769153577545e+21
26,15823526.977898402,107736251.12994859,0.11600404667956976,-3.8112133972591413e-20,107.01503023800484,440.1203128166689,0.004213882430372138,-0.05076762950528742,-36429.17035320485,5192.792989642243,-10.661898262262952,55.179690827539716,-9859902.35233632,53039633.101756886,-164467.4218516907,57653.56705008079,236311977961.55347,494304937752.72925,700366197.2353166,-447075105.2443264,-238905662007536.8,-597144919374027.9,1033183770981.3314,-788383606500.799,-6.2900677977018024e+16,1.268383665053984e+18,626998059146734.0,-127155586946612.9,-9.958564086571602e+20,-1.3167301251835722e+21
27,-42345287.4149046,159149198.39031997,0.1159927106002892,-4.405218694469675e-20,83.55664560076941,437.39516329788756,-0.020581988192392413,-0.05396295646178092,-39731.7731430021,-21852.677831174577,-10.437183517707478,11.371672376630503,7295120.10709677,-87708538.60940129,34632.97007393566,-30614.02855131281,4360886401.474088,254601770838.75024,-769756175.0981376,-734161985.3539082,535984952241310.1,138375433285537.16,1282535434838.011,-583093113868.3746,7.798137541656376e+17,-8891503834682314.0,2285336171276557.5,822770344297069.2,-9.483563964844716e+20,3.826185220113628e+20
28,-102986183.96589892,332825690.32373893,0.2351959827246726,4.1478241189005375e-20,265.1758079205456,1014.9558010253683,-0.005001517664153587,-0.1020019862068973,-51435.7205379987,56208.61322566329,8.740967582629331,-56.011557398775075,-59909863.69830621,38671569.432623155,245342.83248096032,-175387.6403088997,-578097152564.1927,-670526747441.3872,-619346258.2309062,313770520.2166174,-168920321168278.25,-33290210495745.27,-949318028837.2878,-865259689771.4408,6.460043000424982e+17,3.9310933139713664e+17,527907284803834.5,-186232972174079.28,-8.130925591660667e+20,-1.5541568711933952e+21
29,-49847908.76526322,332486060.1977679,0.23520076389932704,-2.4081968195898998e-20,373.2116779595711,1001.1867274392605,-0.017849625037971332,-0.0750696002405189,41586.49570959715,26869.275335046706,-89.16858792544102,12.36660493400544,-59333026.97694301,150306176.85076335,-97601.55618963044,60594.18299968358,779981055013.8201,92654216806.29945,211851067.02991027,-593755005.9041915,350562389517501.8,-238349628653439.06,916882750574.3848,-812477691071.839,-4.577317964779465e+17,1.047987988226711e+18,185362075064011.9,41207238302469.56,7.387537610172065e+20,-1.0793605221302497e+21
30,-7092284.235835834,330022873.90071493,0.2351955820079057,-1.753220797423713e-19,214.0681349487919,1028.7463660377484,0.002157795532927846,-0.10691090546578423,-156266.7551421557,-3562.3631081697004,33.25721562897658,16.864113845739602,73992331.61270033,97935834.47070056,31333.613228184462,-204296.96433356826,-678149805742.3036,147184644484.5772,191116987.51986673,491536874.36757416,154708650378036.53,-231350430488265.44,963126617989.1957,1919665791816.5027,-1.4622886096140221e+18,-4.394429512582188e+17,-35550492569541.71,795735777195522.8,1.0900301670451066e+21,7.605472773447202e+20
31,-72684136.49244075,283335562.15292037,0.23520293505886805,7.085038184988715e-20,195.38292792893236,983.2683873960675,-0.0061700780533651784,-0.07956026775297638,-65707.71690061796,45593.190706533525,46.2837826423444,46.40213885438603,11230961.770996833,59719751.640870795,187548.52608976257,201176.22727878203,664790493656.5557,-420074818217.6153,-539716312.0991987,-396989682.4063536,291091938654121.25,106053664441010.48,-1538620772671.4592,-155677632572.23535,-8.16154612718096e+17,-1.0369521381405303e+18,-46682749462690.52,-854569655632080.5,9.217221299622334e+20,1.4530841893528317e+21
32,-33947847.631173775,391278958.9596313,0.23520012230957835,-2.768282797586348e-20,164.32083816339787,1088.1814931482102,-0.030743886200750345,-0.11043816285641031,-75113.64789931917,53015.63908926493,-12.270905039515329,-55.77946935178229,-122945535.21134147,106532119.79729079,-58958.082599998146,-306928.81378046,-201119595380.78268,538851615565.80096,782242416.9940273,75042927.19265486,-52145483270615.89,-177022092642066.2,1454384916495.0454,-1348583028395.8271,6.967650597544064e+17,-1.2008501667812582e+18,1008632660723458.4,195610015596158.9,-1.6476195613469321e+21,5.961050275872855e+20
33,-43448782.819432154,346112563.5719371,0.23520578730077268,-2.24485663934677e-19,204.77720025540023,1127.4071673820956,-0.008142855512599646,-0.0994975823075192,-27374.143269340435,-20706.290622250617,-16.89280881560949,27.668320972400455,54155866.5370943,178888405.8489168,149597.18202656374,1212.5490086643204,-163053718571.25284,-673691188905.8276,-468894077.9092731,35774641.06936933,222397608940140.78,-239215957178083.12,487308226610.5586,714049855105.7812,1.1810969324036986e+17,1.2805080188745298e+18,-583231093860015.9,-734267191816426.4,-2.39159634839483e+21,9.132513924944177e+19
34,-37620106.62125742,256574469.0052309,0.23520769752714846,-1.080011702764495e-19,264.1771921128276,1116.1566173897897,0.0023999652050232657,-0.09098932343252485,-38467.097703329535,3633.5490537468077,47.336090725863485,84.37930551930245,95446350.89251128,26932397.386334244,-125147.5627785001,212075.98713297214,815725251507.4388,693094004745.0536,230522659.95578173,-217710075.25117537,483799016194767.9,239478375264601.06,-661627843358.7708,637892381757.821,-9.584179485771754e+17,-1.996533509497261e+17,254341748795309.66,343264323113677.06,1.245875220864997e+20,-2.5800453298604616e+21
35,-5327769.383045288,350743077.0599361,0.2352089478040668,-1.7014143028290846e-19,297.4656918560796,1112.8610016049356,-0.018686221529891012,-0.08762748262459902,-59666.57751090632,49471.00958843329,9.341585895067945,0.4938795930594648,-79250961.0915566,119953219.692491,54839.13656198625,-297355.19208333496,-521070809150.9593,-299579516613.20886,33228445.538715728,419025093.0531983,2308764440449.21,-116573646422280.86,-711866073056.5087,-366707380769.4311,1.808835798661913e+17,-9.386649082046898e+16,1121075855873699.4,182512961786302.5,-2.952534772063292e+20,-8.909995423792267e+20
36,-71580675.79293093,388694944.49792635,0.2352126469500082,9.809314814873631e-20,279.2579125426486,1079.212959050139,-0.017770677960041198,-0.0914376007445433,-35797.10056605311,61740.77433623663,33.88409561439176,-22.070458315674156,23596202.688293073,103445676.26291277,120696.61501026383,193253.2101614713,395582376563.3832,-385261176986.77014,-350566489.00408775,-664052809.20948,-104006721337321.08,-319158545081182.9,540666672154.1876,-984834885580.6063,-1.5970530927610237e+18,5.2559410213343206e+17,741606560645603.0,932456038869533.5,1.0825576602281041e+21,2.6856594908247513e+20
37,10882571.967541032,370773496.3725335,0.2352119864982798,9.615913954971039e-20,340.9095899002817,1020.0030580787347,0.0012177261197439553,-0.0842915460844916,-2073.317426118193,-2194.268017178429,-39.25242567911007,31.38533065351493,25896049.999695517,96962416.62415731,-154154.79080915544,-121904.49209189152,-34510601822.71411,820459586893.2081,469074369.5327432,365708900.7392641,405067061768846.3,31775907229156.78,477288936144.91003,1199912791798.1494,-8.288535099741631e+17,-6.472151808313243e+17,195339859189178.84,1479214597514032.5,9.973948139146985e+20,1.766625145398082e+21
38,6593799.459487612,356883927.20262104,0.23521831494801673,-2.3353998662128186e-19,259.75368630455665,960.602519826663,0.011000980627985957,-0.1130252042012819,-102481.15883616394,10641.992288580052,15.09781919653218,49.25809927482106,-5289974.146660859,170885113.84594086,191990.5003407817,-55146.53134023201,-68667624366.516396,-809351462610.4915,-737325972.613772,183182175.95460194,172368982848247.4,-224258616551758.06,-1220546422273.4138,-261336725720.37155,-4126505291949280.5,-7.643036000941248e+17,-1144472517488610.2,-45962675586791.85,-1.051952548377146e+21,4.94657829791851e+19
39,-87067973.84300359,296393405.71691793,0.2352072893150895,-2.4259130278911154e-21,283.2705757373407,1028.8119395988756,-0.03164450314649363,-0.07765036216497556,17838.309250939532,93329.7225566794,30.33970950455558,86.83514857893582,107489308.17229375,9715680.579319354,-70010.86718111254,187528.10477817984,599904040258.5818,359468474231.597,207092165.3687839,-522675505.06563336,-108059369547859.38,-85144089898571.72,963466504641.1152,-1560898747675.6875,5.257934011726454e+17,-5.063505424461845e+16,80657616038979.52,981482598716205.2,-1.2942472698144204e+21,9.69876679848413e+18
40,-60613552.950162195,442785084.2123944,0.23520698498114762,-1.100861710975801e-19,93.66203457585144,1053.6202395646203,-0.0053096281103766395,-0.13448150759464372,-142386.13175877268,-22967.59124340722,65.25344057627986,-110.5648406925477,-92501622.91644067,151627048.79654956,99944.20405674276,-376266.30962087517,-837905113134.2457,63529449349.53451,88550093.9095332,388010069.94927764,-85515047415779.25,-376018223069344.9,868249272375.4309,322196111070.9906,-5.235832598705858e+17,1.6873298670676262e+18,371375338423869.5,-575908684646896.2,-2.0269704859386732e+21,-3.6840673036076764e+20
41,-49935929.83830953,349004257.9765733,0.2352041099134996,-1.5013726329188485e-20,91.17381592401121,1109.1668530664276,-0.02522657966206356,-0.12877858916725218,-56498.11315506093,59768.49357758719,-48.6764356442876,42.83637644313415,91348444.62382355,172716032.92244244,190437.1594863739,-17793.51152521761,-281198967888.9184,-690066393137.7123,-571969715.8415174,-92746542.96363145,236313995465547.22,-60088800411749.8,524366811098.902,966985378533.2933,1.966415738725705e+17,6.599264555354455e+17,1067650629273674.5,-1999984358673394.5,-5.391161289759245e+21,-6.071316102546597e+20
42,-208924609.33609456,851959681.5122005,0.5928852527529479,6.645086172256762e-19,656.8959033096882,2749.7663908451973,0.008402728789265564,-0.2815960501459326,-195013.1001077434,38149.58468793983,19.542835041180705,-51.579129092631895,60433792.8850602,147184356.31772026,-149056.2277207429,-172237.75802135852,-670531487762.2968,325377198207.4458,-31888938.13028333,382702021.05036056,-181485887558438.88,302900596281466.7,-367796565851.4868,1081093047108.3937,1.7071714351631388e+18,-2.3064086757354717e+17,2887985014137985.0,16180878963051.648,-3.087405225910183e+21,-1.7050353773314203e+21
43,-166463697.69164753,847583938.111257,0.5928933850889004,-4.497833841231607e-19,715.8119688819355,2642.5210422575965,-0.020350083661755444,-0.2161319994379207,24640.78270614765,90345.15638779438,-121.97155323151854,33.02342070461335,-44060114.08031628,461174626.05475366,337646.05550276657,-55983.51964764143,383338558855.8079,-746992082671.5748,-243804802.57677877,-511085087.1809151,337102584945614.6,-853698590378448.0,-1061634147955.3516,-1156019596251.389,3.0079357295536704e+17,2.3680426524214364e+18,828951347389594.2,-193010082690321.6,-1.0348831166585808e+21,-1.691944523111023e+21
44,-195516532.73449126,942826337.409977,0.5928857350593524,2.788589433471214e-19,681.0334403513425,2615.368110145315,-0.03657354500701891,-0.24030571472094114,-72200.83463972484,28100.872394113743,44.197371736891206,50.85820301295182,-158309816.8629575,188682012.48153165,-130560.37420084396,-54077.53066199547,243701187802.1918,682595389016.601,477422142.69805646,-456585046.3618802,1135930203191306.8,-258270204229084.97,1989547620398.3955,-684304846702.5505,-1.696733845762586e+18,9.979396036290508e+17,2718302025614050.5,2282376745504105.5,-3.111148306043875e+20,-1.5447078752526677e+21
45,-142539151.23234057,943138934.564355,0.5928916615560972,-1.107482195979111e-19,562.8172383574391,2701.080582923294,0.011221038977140822,-0.2688489169305976,-248214.1000452192,-58811.90521745756,72.69328219471146,54.76866573563861,174823049.121436,159214706.93603572,30342.321222068374,-219941.0147283604,-637352878497.1552,-202980287043.67014,-244036727.4262718,279269756.36203295,-240472387480526.4,-103016406659063.19,-336789118827.07117,1746962155285.665,-2.6159960590443807e+18,-1.195557936260874e+18,1626455316749608.2,1706239940743078.0,1.6992499123058466e+21,-9.13609099199788e+20
46,-150087911.47651184,905129394.7039,0.5929106832362667,4.571357790855623e-19,622.2952198402236,2661.974823756672,-0.006321854141240934,-0.2370553449199296,-51544.73032100088,125114.3072708304,32.79392944418697,83.13152267973784,-69315728.133659,397187779.0338919,152244.8052656237,307153.26710663724,860356595860.8657,-214574770582.69592,-23745098.993702564,-465013816.88132983,444787381792588.44,-490798758506959.75,-1696702358476.3591,-1163170278944.3486,-1.0399760124703826e+18,-2.148006609070641e+18,419356092385324.75,916728093928875.4,3.510999563726169e+20,2.6790332224456973e+21
47,-193104771.03106675,941091381.649594,0.5928934038370851,4.337198386991961e-19,452.0314748498092,2730.590767008073,-0.053582113721633504,-0.29673785360906263,-173435.79505815153,65810.28563475555,25.03538664079644,-34.963129917762295,-137649393.8085886,104896924.05374905,-147703.85121199934,-131695.61624801034,-250373064154.77643,732267835972.5548,401509621.0633197,-392463830.4001112,433824224852907.06,274602229549041.75,1627047860911.7827,-1373418970367.3447,1.5670760888035863e+18,-2.5046020867477484e+18,208184073924977.38,-844488684785998.4,-1.3697118811085938e+21,2.2501264662930588e+21
48,-167809728.7114234,905018653.014007,0.5928851706052609,-4.739442121482942e-19,543.8479462568151,2825.2042021755015,0.0013711629509825887,-0.2333715343337022,-122556.88437717645,-58410.79581435099,-55.25106101361843,23.63215110229999,136712203.6783924,383954992.9134613,152366.28390812632,-325751.2966788136,-486330632370.5631,-581074627617.7047,-276858528.8431521,32009280.68858365,-243847578120615.7,-575618385609637.8,488118480826.35266,1387696221425.1526,1.3689770005335232e+18,1.8401753804092032e+18,222927876482520.16,557728834533474.8,-8.50702374907971e+20,1.0865855703470909e+20
49,-145909268.0031962,983163438.5105481,0.5928980579627731,1.627082490746865e-19,599.1826481140804,2726.6964832024155,-0.012286985887505443,-0.24756925169144306,-158931.97592696812,98659.57491915039,-27.024656986289035,85.21939440253243,-46529071.20568922,391752139.16002214,54922.86892018569,348219.5786104122,914030997949.7137,-45622945.93267909,-21333661.966150656,-584169327.522946,732522461750639.6,-548173969390143.3,-936703186052.6051,-466293294973.7483,-1.601536066165177e+18,1.168198758475502e+18,1790910653050910.2,1019420328775564.4,-2.1782508623130125e+21,-1.0317610765119168e+21
50,-180243529.2195472,865470633.0756723,0.5928946391232435,6.211644973393832e-19,662.9350121023537,2809.7099950896363,-0.04308860839402202,-0.2553886732563841,-72052.31660374733,151407.13447161918,11.81445842502294,165.44481928836223,48083234.06501278,93362611.37029767,-143230.7276055843,116305.46098976361,-319534903553.6603,824311161092.4796,300359838.32458425,152729372.61995566,614233414613520.4,545994649524688.75,-882375177799.0323,-336226331332.59753,-5.884227412108993e+17,9.667204178300672e+17,2506613373899717.0,2427246204272961.0,2.860232465541517e+21,-1.5336199435027874e+21
51,-119836226.50110258,902643582.4453814,0.5929024006139095,3.8374415032367378e-19,542.4084439185959,2850.881764271317,-0.013208050949823193,-0.24401098528374005,-167978.16989224884,-2250.0414448213846,16.284449069748803,17.062980152757934,95356420.16978757,349013941.6311419,231337.8019100969,-317562.48147146136,-426141097565.9292,-692029235805.1774,-340535633.50244516,-232091284.9873558,-507336190281499.1,-802677762263787.0,157284978355.32968,-1828282051558.42,-1.7867535354943903e+18,7.880782130619643e+17,572542895780375.9,1402195535278107.5,8.465123989720425e+20,1.466437878199612e+21
52,-272296393.1690756,961556671.7523599,0.5928889167700903,7.456098673645646e-19,811.6854496906768,2712.5666156708303,0.0026830997194949796,-0.22688887823792037,-33281.941684175086,45517.54736326984,42.42810788356823,8.67111637812738,-40834651.196724534,336838178.9198804,-161160.5022346249,338446.3039952673,1094798855410.341,164060968749.78943,177410504.04209656,-500846905.8129426,1123678852057687.5,-581580524776126.0,1583087505482.0005,-103130497534.91983,-1.4653931024846797e+18,-1.1406174652623767e+18,-343350609400915.25,-55545950157423.766,9.835982144942371e+20,3.7946943728007066e+21
53,-160224007.80935836,961974385.0126011,0.5928886778866389,-5.024494575518504e-19,740.5636172736675,2754.973020714111,0.006748030492424763,-0.2765341769610838,-186805.90577545017,85684.81891381102,13.435939859683304,59.49467608793893,-110454973.64149931,57301109.54210469,-239105.12169049247,2137.4878727329856,-777296372192.2961,643250541051.2418,-93940160.6852244,142046940.56210336,-45863368480767.734,177624406351842.12,-39619574284.05615,1194623631734.4397,4.8732518652392915e+17,-1.582732458596666e+18,-434190273846669.9,465579084349440.7,-2.7869301347492e+21,1.0989299826997114e+21
54,-179854932.7580703,891782058.0051701,0.592896484590011,-4.801841704470642e-19,657.7166678387538,2730.7442807962984,-0.03294113536251683,-0.2674041982999421,-109852.52843298674,-66105.89509423407,-39.64910744150457,25.462897816341766,-50880155.89830436,396149812.2448134,399957.381878427,5330.8786824818935,-126600883682.26285,-647734710573.8967,-333025589.90274954,-538959386.3096066,25371496120690.57,-353563842306524.75,-1582410471545.9197,-1273882641293.1604,1.8156904470063465e+18,4.097744159330596e+17,888866906292220.4,-419618710462768.06,-2.367807188367927e+21,7.468650276353287e+20
55,-143801915.9635065,895401606.137086,0.592887688277649,-3.415125998330053e-20,541.7931264387789,2605.8553642605775,-0.03875422494029025,-0.2673636796544867,-174917.49466816027,55337.6723953282,-7.510341003633987,7.236456185772496,-263509531.37603483,385674927.4451374,-56546.04651979547,49298.35925807775,633600961917.0635,302273906239.94196,409590544.5538107,-892520422.2299312,610447319156651.2,-648007411569111.9,1578889420383.7097,-2296759413244.0474,1.028957363671036e+17,9.680456594838966e+17,3183089316532320.5,145127527510787.1,-8.962481550889895e+20,-2.903522786668596e+21
56,-566424720.2227888,1820685081.2238288,1.1890287863806628,7.706239225021308e-20,1168.8687118022597,5446.7498506407455,-0.008293255439623358,-0.5484630197594345,-279288.27786476613,114136.93582650302,42.19035671303484,56.669408376973486,-331812990.6712371,229704844.27250618,-348403.73719071934,87736.92357910742,69465205932.5945,500322611453.32635,468941538.42112947,-466262011.88331014,1461358394367492.8,214265881260884.12,1201264254344.9243,-269006392894.77548,3.0311818769006234e+18,1.033244561979481e+18,2994374907575320.0,835390487059282.9,-3.075282610895663e+21,2.557840586601381e+21
57,-459330403.2907752,1829612777.0593991,1.1890154000812716,4.0285255015674536e-19,1209.9206935489997,5658.247250263403,-0.022012892525290505,-0.524682570355934,32555.736844860974,68318.60470257564,77.47943751021133,214.93332011410646,202057517.41868737,452624101.84540915,414783.13194277225,-49242.0991682575,-740731340941.9589,-517236695737.02026,-402574874.0009264,-667712356.5867271,-237750559292126.6,-424704565329525.44,-413047920770.03296,1680718187819.1243,-6.302024134485311e+17,3.5751145054457405e+18,2109333013978856.2,1766155999241868.8,-2.777602871453736e+21,-2.8830509976514944e+21
58,-497073071.545228,1674637161.1113138,1.189022074151693,3.2648904438769526e-19,1056.3023407273058,5555.273974973104,-0.05959883926585436,-0.4625270211630677,-220732.24885734738,31690.271928979662,-118.09876270980934,61.93641617182962,70344624.55263296,950851122.4799305,163198.44835913664,71379.87365383943,1063309672995.3162,433941365890.5571,349479697.79207075,-751126465.6892725,961309899598910.8,-1553674745400327.0,-1635836615370.943,116691995577.69319,-3.1779288138004116e+18,2.8768566841636736e+18,2588519606438191.0,3369756033775892.5,2.3570799067812756e+21,-1.5917827134071594e+21
59,-494226940.7180391,1794180059.2123106,1.1890113282630455,5.216519858033942e-19,1201.5547324469776,5571.423196719034,0.008140871429142903,-0.5439674575973253,-185358.7986583067,157761.00458912266,52.678534950772764,12.835621481449659,-249676590.244176,418558238.294309,-543604.468482435,-39193.28802312244,-343117116140.2321,694017859525.7273,304839647.120798,-627140455.0947423,951865995830705.4,198906266484133.25,-179024136848.4193,-2336019775730.9746,-4.318672544005502e+18,-9.923580659848265e+17,1277694137894326.0,2931113349739058.5,1.0218943081671796e+21,3.057688686763842e+21
