Date	Options	A_MRU Level (rad)	B_Top Plate Level (rad)	Rref(m)	Lcoil(m)	I(A)	I FGC(A)	x (mm)	y (mm)	B1 (T)	A1 (T)	B2 (T)	Angle (rad)	B3 (T)	A3 (T)	B4 (T)	A4 (T)	B5 (T)	A5 (T)	B6 (T)	A6 (T)	B7 (T)	A7 (T)	B8 (T)	A8 (T)	B9 (T)	A9 (T)	B10 (T)	A10 (T)	B11 (T)	A11 (T)	B12 (T)	A12 (T)	B13 (T)	A13 (T)	B14 (T)	A14 (T)	B15 (T)	A15 (T)	
20190718_143707	dri rot 	0.000037	-0.000004	1.000000	1.322090	-199.983059	-199.998322	0.000000	0.000000	1.796447e+011	-7.969252e+010	-4.770512e+000	-0.003333	4.725787e+003	2.148671e+004	-1.689609e-001	1.916527e+000	-6.227675e+004	6.345813e+005	-6.780109e+001	3.113720e+001	-1.174575e+009	1.651814e+009	3.302168e+005	-1.483828e+005	1.833109e+011	-1.961719e+012	1.361343e+009	2.898284e+009	3.077308e+015	-1.287004e+015	6.730411e+012	-1.881295e+011	9.645498e+017	1.499275e+019	-8.913737e+015	-9.332255e+015	-1.777354e+021	-1.492000e+021	
20190718_143708	dri rot 	0.000037	-0.000004	1.000000	1.322090	-199.999074	-199.998322	0.000000	0.000000	1.805171e+011	-8.236798e+010	-4.770530e+000	-0.003331	4.815458e+003	2.138928e+004	1.146475e-002	1.954951e+000	-3.095728e+005	1.442244e+005	2.714278e+002	-1.175247e+002	-1.801925e+009	2.651615e+009	-1.066675e+006	-7.453012e+005	-3.639252e+011	2.087680e+011	3.600442e+008	9.012062e+008	4.542812e+015	-1.989896e+015	4.590872e+012	5.921421e+012	-1.471855e+019	7.939040e+018	-9.509442e+015	-1.286200e+016	1.354730e+020	-6.461404e+020	
20190718_143709	dri rot 	0.000037	-0.000004	1.000000	1.322090	-199.999074	-199.998322	0.000000	0.000000	1.774288e+011	-8.025418e+010	-4.770408e+000	-0.003326	4.255797e+003	2.155653e+004	1.093446e-001	1.795476e+000	-1.036570e+006	-1.656691e+005	7.457291e+002	-4.608911e+002	-9.128116e+008	2.604705e+009	-1.418041e+006	1.020043e+006	5.780810e+011	-2.956104e+011	-1.463979e+008	2.649050e+009	2.923397e+015	-2.604743e+015	1.676804e+012	4.882078e+012	-1.519576e+019	-6.387220e+018	-3.806753e+014	-1.384577e+016	1.672161e+021	4.550049e+021	
20190718_143710	dri rot 	0.000037	-0.000004	1.000000	1.322090	-199.999074	-199.998322	0.000000	0.000000	1.765964e+011	-8.176730e+010	-4.770549e+000	-0.003330	4.347714e+003	2.142402e+004	-1.810873e-001	1.858056e+000	-1.566849e+005	5.356603e+005	2.037997e+002	-1.588534e+002	-9.020713e+008	2.420133e+009	4.803900e+005	1.181063e+006	-7.962151e+011	-1.724614e+012	6.376386e+008	1.889753e+009	3.955093e+015	-4.196037e+015	4.267154e+011	2.368588e+012	-4.668106e+018	-1.540147e+019	1.945980e+015	-4.593481e+015	-3.262771e+021	4.902785e+021	
20190718_143711	dri rot 	0.000037	-0.000004	1.000000	1.322090	-199.999074	-199.998322	0.000000	0.000000	1.798323e+011	-8.540792e+010	-4.770527e+000	-0.003329	4.616256e+003	2.135934e+004	-5.690263e-002	2.006222e+000	-2.426589e+005	2.745369e+005	-6.892633e+000	-3.361292e+002	-9.902795e+008	2.405306e+009	-1.937302e+005	-1.048961e+006	-1.772477e+012	3.753839e+011	1.956059e+008	1.693547e+009	4.347679e+015	-3.963402e+015	5.925161e+011	3.276382e+011	1.043150e+019	-1.092908e+019	-4.787099e+015	-1.510564e+015	-1.992687e+021	1.369606e+021	
20190718_143734	dri rot 	0.000036	-0.000005	1.000000	1.322090	-199.999074	-149.998901	0.000000	0.000000	1.794664e+011	-7.781687e+010	-4.770530e+000	-0.003334	4.328492e+003	2.096425e+004	6.713615e-002	2.072323e+000	-5.085243e+005	7.165807e+005	6.743751e+002	-3.068432e+002	-2.335963e+008	2.329682e+009	-9.110157e+005	-3.111566e+005	9.967096e+011	-8.270592e+011	-9.567320e+008	2.830033e+009	1.791859e+015	-2.471343e+015	1.877283e+012	1.162750e+012	-1.345860e+019	1.046080e+019	-1.209771e+016	-1.271755e+016	-1.859760e+021	2.073347e+021	
20190718_143737	dri rot 	0.000036	-0.000005	1.000000	1.322090	-150.000296	-149.998901	0.000000	0.000000	1.380081e+011	-5.611464e+010	-3.584282e+000	-0.003332	3.424303e+003	1.599203e+004	-9.646975e-003	1.379630e+000	-3.840104e+005	5.747883e+004	1.805499e+001	-2.250083e+002	-6.470569e+008	1.065898e+009	-4.488823e+004	-3.471592e+005	5.592984e+011	4.634039e+011	2.419221e+008	2.522017e+009	3.822354e+015	-6.889529e+014	2.022240e+012	1.500429e+012	2.570535e+018	8.754793e+018	-1.061428e+016	-2.694765e+015	-6.716840e+021	-6.152150e+021	
20190718_143738	dri rot 	0.000036	-0.000005	1.000000	1.322090	-150.000296	-149.998901	0.000000	0.000000	1.332985e+011	-5.957522e+010	-3.584320e+000	-0.003324	3.483406e+003	1.601381e+004	4.160916e-004	1.554199e+000	-6.695093e+005	-7.101219e+004	1.356668e+002	-3.632233e+002	-1.459909e+009	1.712086e+009	-8.643481e+005	-3.166904e+005	1.869031e+012	-8.857899e+010	8.363741e+008	1.611881e+009	3.847482e+015	-6.291618e+014	3.611844e+012	1.535228e+012	-1.068299e+019	7.263210e+018	-5.941333e+015	-1.269526e+016	5.195652e+021	-1.640158e+021	
20190718_143739	dri rot 	0.000036	-0.000005	1.000000	1.322090	-149.992289	-149.998901	0.000000	0.000000	1.352416e+011	-5.972946e+010	-3.584233e+000	-0.003324	3.411950e+003	1.601032e+004	-2.887221e-002	1.381520e+000	-3.103041e+005	8.795918e+005	3.897811e+002	-2.558710e+002	-9.662339e+008	2.363359e+009	-5.700798e+005	3.974106e+005	7.055099e+011	-2.233388e+012	2.185377e+008	9.827480e+008	3.067379e+015	-2.065435e+015	2.020768e+012	3.385592e+012	-1.424393e+019	-3.303965e+018	-4.128738e+015	-1.328102e+016	3.514017e+020	7.448558e+021	
20190718_143740	dri rot 	0.000036	-0.000005	1.000000	1.322090	-150.000296	-149.998901	0.000000	0.000000	1.347760e+011	-5.793124e+010	-3.584342e+000	-0.003330	3.057055e+003	1.605135e+004	-9.139231e-003	1.437581e+000	-6.161618e+005	8.284312e+004	-1.217092e+001	-2.606174e+002	-8.232082e+008	1.835440e+009	-1.488526e+005	2.941730e+005	-6.749965e+011	2.214349e+011	-1.358872e+008	2.786168e+009	3.354409e+015	-2.517122e+015	-6.813753e+011	4.349497e+012	-5.917809e+018	-1.352515e+019	-1.899993e+015	-3.768925e+015	-2.004880e+021	3.397458e+021	
20190718_143741	dri rot 	0.000036	-0.000005	1.000000	1.322090	-150.000296	-149.998901	0.000000	0.000000	1.286964e+011	-6.322281e+010	-3.584280e+000	-0.003330	3.320025e+003	1.601952e+004	-8.742703e-002	1.394125e+000	-3.901338e+005	-4.689798e+005	-9.605863e+001	-3.294304e+002	-7.209240e+008	1.552497e+009	-1.826792e+005	7.183530e+004	3.086372e+011	4.316563e+011	1.090339e+009	2.053064e+009	3.002330e+015	-2.191687e+015	3.156411e+011	3.654779e+012	8.067155e+018	-6.569230e+018	-1.027210e+015	-3.636658e+015	2.216573e+019	4.798074e+021	
20190718_143804	dri rot 	0.000040	-0.000005	1.000000	1.322090	-149.992289	-125.000122	0.000000	0.000000	1.335380e+011	-5.062197e+010	-3.584354e+000	-0.003328	3.651741e+003	1.571716e+004	2.038239e-001	1.358327e+000	-7.960545e+004	4.123656e+005	5.663928e+002	1.777183e+001	-1.377143e+009	1.767211e+009	-1.226704e+006	6.721442e+005	1.268844e+011	-5.921208e+011	-9.432352e+008	1.847686e+009	4.463872e+015	-1.198198e+015	3.516993e+011	1.885224e+011	-7.867382e+018	8.518960e+018	4.039343e+013	-9.548998e+015	-8.047174e+021	2.299497e+021	
20190718_143808	dri rot 	0.000040	-0.000005	1.000000	1.322090	-125.000921	-125.000122	0.000000	0.000000	1.101941e+011	-4.761656e+010	-2.988487e+000	-0.003330	2.661589e+003	1.326225e+004	-2.906495e-002	1.150283e+000	-3.317184e+005	-3.449714e+005	-5.271785e+001	-2.404264e+002	-8.952503e+008	1.138208e+009	-9.513720e+004	2.363990e+005	-1.834724e+011	1.318603e+011	1.472978e+009	1.577593e+009	2.498856e+015	-7.987010e+014	7.373422e+011	1.995502e+012	4.532349e+017	1.060434e+019	-7.590479e+015	-3.079272e+015	-1.263188e+021	4.231507e+021	
20190718_143809	dri rot 	0.000040	-0.000005	1.000000	1.322090	-125.000921	-125.000122	0.000000	0.000000	1.130488e+011	-5.032645e+010	-2.988560e+000	-0.003330	2.748963e+003	1.336395e+004	-3.047081e-002	1.285929e+000	-4.091876e+005	2.259956e+005	8.074425e+001	-1.880883e+002	-1.034236e+009	1.776290e+009	1.241468e+005	-5.584732e+004	4.776060e+011	-1.167905e+012	-6.178022e+008	1.949867e+009	2.143334e+015	-2.557561e+015	5.662892e+010	2.719781e+012	-9.445804e+018	6.665168e+018	-6.091418e+015	-7.068806e+015	-3.537110e+021	-5.726414e+021	
20190718_143810	dri rot 	0.000040	-0.000005	1.000000	1.322090	-124.984906	-125.000122	0.000000	0.000000	1.103209e+011	-5.526477e+010	-2.988484e+000	-0.003327	2.686810e+003	1.335943e+004	7.140579e-002	1.271085e+000	-3.276608e+005	6.473076e+005	3.376280e+002	-3.756434e+002	-1.907459e+008	2.072534e+009	-6.046696e+005	-5.023740e+005	-6.554444e+011	-1.154625e+012	-3.851588e+008	2.163518e+009	1.880541e+015	-2.466033e+015	-1.479063e+012	1.775251e+012	-1.064507e+019	-2.478051e+018	-1.364625e+015	-1.093656e+016	4.698137e+021	6.220347e+020	
20190718_143811	dri rot 	0.000040	-0.000005	1.000000	1.322090	-125.000921	-125.000122	0.000000	0.000000	1.140639e+011	-5.712012e+010	-2.988523e+000	-0.003328	2.936346e+003	1.356374e+004	6.870979e-002	1.122623e+000	-2.959321e+005	-2.991300e+005	6.801020e+001	-2.876351e+001	-2.594675e+008	1.465520e+009	-1.149576e+006	4.759019e+005	-1.064004e+012	6.470194e+011	5.753923e+008	1.266274e+009	1.534388e+015	-2.921023e+015	-1.647479e+012	2.791607e+012	-3.871365e+018	-8.579900e+018	3.529815e+015	-4.391143e+015	-2.042848e+021	5.124257e+021	
20190718_143813	dri rot 	0.000040	-0.000005	1.000000	1.322090	-124.992913	-125.000122	0.000000	0.000000	1.205199e+011	-5.176318e+010	-2.988463e+000	-0.003325	2.688353e+003	1.361315e+004	1.930255e-002	1.352868e+000	-4.719969e+005	4.961352e+005	4.517655e+002	-3.276062e+002	-1.759963e+007	1.548258e+009	-1.140787e+005	-1.063640e+006	-3.943525e+011	-4.266832e+011	-2.185758e+008	1.875317e+009	9.823285e+014	-2.681380e+015	-8.181072e+011	-3.725174e+011	8.440162e+018	4.154599e+018	-6.839520e+015	-5.022557e+014	-3.759140e+021	2.981568e+021	
20190718_143834	dri rot 	0.000037	-0.000004	1.000000	1.322090	-125.000921	-100.001137	0.000000	0.000000	1.249998e+011	-4.747363e+010	-2.988593e+000	-0.003335	2.837446e+003	1.328993e+004	6.302536e-002	1.205954e+000	-3.890447e+005	-2.064206e+003	9.629958e+001	-3.207365e+002	-5.833566e+008	1.481213e+009	-1.035966e+005	-9.588513e+004	7.126729e+011	6.934605e+011	-3.530980e+008	3.035698e+009	1.718434e+015	-2.297438e+015	-2.823865e+012	-6.686272e+011	-1.872499e+018	8.402467e+018	5.907787e+015	-1.114054e+016	-1.703086e+021	1.059654e+022	
20190718_143838	dri rot 	0.000037	-0.000004	1.000000	1.322090	-99.985538	-100.001137	0.000000	0.000000	9.094122e+010	-4.061378e+010	-2.392111e+000	-0.003331	2.283884e+003	1.089275e+004	1.795918e-002	8.838838e-001	-3.410056e+005	-2.673614e+004	-4.029914e+001	-2.117788e+002	-2.245074e+008	1.574900e+009	1.558378e+004	3.080383e+005	5.286384e+011	6.014916e+011	-2.281189e+008	1.274682e+009	2.005403e+015	-2.422482e+015	2.418152e+012	1.203512e+011	-1.678041e+017	7.637133e+018	-5.001789e+015	-6.196916e+015	-5.858926e+019	-3.721169e+021	
20190718_143839	dri rot 	0.000037	-0.000004	1.000000	1.322090	-99.985538	-100.001137	0.000000	0.000000	9.192909e+010	-4.264506e+010	-2.392163e+000	-0.003329	2.402976e+003	1.095492e+004	-4.953980e-002	9.857804e-001	-2.833294e+005	5.190101e+004	8.812360e+001	-2.918811e+002	-3.329104e+008	1.220433e+009	1.813928e+005	-1.372623e+005	-9.077216e+011	4.829437e+011	1.548208e+008	1.778746e+009	6.124973e+014	-2.248815e+015	1.414317e+012	9.665132e+011	-6.924976e+018	5.619893e+018	-7.380690e+014	-6.949250e+015	-2.855747e+021	-2.514125e+021	
20190718_143840	dri rot 	0.000037	-0.000004	1.000000	1.322090	-100.001553	-100.001137	0.000000	0.000000	8.989277e+010	-4.332325e+010	-2.392082e+000	-0.003333	2.405846e+003	1.082735e+004	2.816109e-002	9.744646e-001	-1.151348e+005	-3.327490e+005	3.930359e+002	-1.045582e+002	-2.130604e+008	1.274940e+009	-3.925804e+005	-4.790573e+005	-5.931884e+011	1.399214e+012	-6.283190e+008	5.703212e+008	1.241916e+015	-1.200395e+015	2.122771e+011	2.862077e+012	-8.336575e+018	-6.959018e+017	-1.915464e+015	-4.787797e+015	-6.319392e+020	2.752171e+020	
20190718_143841	dri rot 	0.000037	-0.000004	1.000000	1.322090	-99.993545	-100.001137	0.000000	0.000000	9.605647e+010	-4.192132e+010	-2.392140e+000	-0.003328	2.348575e+003	1.065576e+004	2.125053e-002	9.713599e-001	-2.909897e+005	9.712560e+004	9.106462e+001	-2.088956e+002	2.103094e+008	1.135028e+009	-2.622785e+005	4.963377e+005	3.275119e+011	7.198071e+011	1.040001e+008	1.356785e+009	2.160584e+014	-6.050252e+014	-1.473788e+011	4.929493e+011	-2.888310e+018	-8.276367e+018	-1.573595e+014	-4.221759e+015	-4.618480e+020	7.915791e+020	
20190718_143843	dri rot 	0.000037	-0.000004	1.000000	1.322090	-100.001553	-100.001137	0.000000	0.000000	9.330860e+010	-4.207401e+010	-2.392112e+000	-0.003324	2.538298e+003	1.077894e+004	-4.551329e-002	9.410858e-001	-3.853442e+005	2.880927e+004	1.466576e+002	-3.405736e+002	8.958919e+007	6.625832e+008	4.048118e+005	3.301763e+005	6.553799e+011	-1.994966e+011	3.565488e+008	1.025979e+009	6.256144e+014	-5.040309e+014	1.515685e+012	6.595306e+011	4.777233e+018	-3.500101e+018	-3.591299e+014	-2.613380e+015	-3.694271e+021	6.148282e+021	
20190718_143904	dri rot 	0.000042	-0.000005	1.000000	1.322090	-99.993545	-74.999420	0.000000	0.000000	9.152194e+010	-3.806164e+010	-2.392103e+000	-0.003327	2.490867e+003	1.062092e+004	-1.642231e-002	1.111126e+000	-2.089264e+005	-4.162810e+005	2.241037e+002	1.981144e+002	-6.496995e+008	8.611172e+008	2.171187e+005	-6.188718e+005	6.802517e+011	1.303747e+012	5.559839e+008	1.479284e+009	2.595807e+015	1.421858e+014	-2.217640e+012	2.679390e+012	-7.608773e+017	7.446435e+018	6.133534e+015	-4.763946e+015	-4.860943e+021	5.068639e+020	
20190718_143908	dri rot 	0.000042	-0.000005	1.000000	1.322090	-74.994184	-74.999420	0.000000	0.000000	7.384788e+010	-3.025065e+010	-1.795303e+000	-0.003327	1.792530e+003	7.991223e+003	2.692348e-002	7.090624e-001	-2.527327e+005	-2.972847e+004	9.303370e+001	-1.540673e+002	2.459084e+008	5.471478e+008	8.138419e+004	2.465411e+005	4.334344e+010	5.366740e+011	-4.723016e+008	8.150155e+008	-2.803602e+014	4.636815e+014	1.635056e+012	2.953382e+012	-3.444262e+017	6.115727e+018	-3.235299e+015	-8.062355e+014	-4.618956e+021	-1.105686e+021	
20190718_143910	dri rot 	0.000042	-0.000005	1.000000	1.322090	-74.986177	-74.999420	0.000000	0.000000	7.091825e+010	-3.110892e+010	-1.795265e+000	-0.003327	1.957724e+003	8.204062e+003	-2.560255e-002	6.995160e-001	1.212669e+005	-2.168891e+005	2.712395e+002	-2.259729e+002	7.033537e+007	2.276266e+008	2.901900e+005	-1.617810e+005	5.173752e+011	7.106249e+011	5.780266e+006	1.057157e+009	1.753813e+014	5.492738e+014	-4.995654e+011	2.739626e+012	-4.395298e+018	3.761177e+018	-4.376827e+015	-4.633388e+015	-3.758746e+021	4.359720e+020	
20190718_143911	dri rot 	0.000042	-0.000005	1.000000	1.322090	-74.986177	-74.999420	0.000000	0.000000	7.149204e+010	-2.431911e+010	-1.795277e+000	-0.003327	1.806176e+003	8.058164e+003	2.985804e-002	6.992788e-001	-3.153846e+005	3.865106e+004	1.875587e+002	-4.319266e+000	-5.566895e+008	2.403603e+008	-3.461240e+005	-1.008077e+005	1.620995e+012	-1.207365e+011	3.567191e+008	7.669312e+008	4.905190e+014	4.185013e+014	3.840185e+011	2.674696e+012	-3.737058e+018	-5.829887e+017	1.062693e+015	-3.721967e+015	1.776846e+021	2.393814e+021	
20190718_143912	dri rot 	0.000042	-0.000005	1.000000	1.322090	-74.994184	-74.999420	0.000000	0.000000	6.813689e+010	-2.927919e+010	-1.795288e+000	-0.003321	1.668826e+003	7.957697e+003	4.523152e-002	7.198841e-001	-3.242730e+005	2.801425e+004	4.578547e+001	-1.022589e+002	-4.993328e+008	4.446612e+008	-3.951026e+005	3.283630e+005	5.565701e+011	-1.191827e+012	-2.974829e+008	4.896259e+008	1.409148e+015	2.891875e+013	-9.006804e+011	2.292232e+012	-1.480813e+018	-4.736964e+018	-3.852450e+014	-1.398315e+015	-3.165116e+021	3.211175e+021	
20190718_143913	dri rot 	0.000042	-0.000005	1.000000	1.322090	-75.002192	-74.999420	0.000000	0.000000	7.016480e+010	-2.786661e+010	-1.795243e+000	-0.003325	1.674123e+003	7.977544e+003	-5.039661e-003	6.395533e-001	1.178746e+005	-3.077564e+004	1.210748e+002	-3.521717e+002	-4.162642e+008	2.818475e+008	-2.446402e+005	1.050030e+005	5.648814e+011	-8.629093e+011	-2.001768e+008	1.240974e+009	1.928180e+015	8.377213e+013	-1.501198e+012	1.659423e+012	4.611708e+018	-4.169401e+018	-2.294603e+015	-1.600359e+015	-2.779992e+021	9.065986e+020	
20190718_143935	dri rot 	0.000036	-0.000004	1.000000	1.322090	-74.994184	-49.997211	0.000000	0.000000	6.961821e+010	-2.886105e+010	-1.795322e+000	-0.003324	1.653398e+003	7.976329e+003	-6.744399e-003	7.144353e-001	-3.127344e+005	1.941979e+005	1.564372e+002	-3.602776e+001	-7.263488e+008	3.138089e+008	7.351094e+003	-2.809248e+005	1.005481e+012	-9.157588e+011	-8.753334e+007	1.104634e+009	1.867015e+015	-8.305866e+014	-4.136036e+011	2.473860e+012	4.158113e+018	3.632656e+018	3.112675e+015	-6.200949e+014	3.588248e+021	9.447117e+021	
20190718_143938	dri rot 	0.000036	-0.000004	1.000000	1.322090	-49.994829	-49.997211	0.000000	0.000000	4.912375e+010	-1.702783e+010	-1.198106e+000	-0.003327	1.129471e+003	5.293603e+003	1.308956e-003	4.895433e-001	-2.923644e+005	2.602096e+005	1.215359e+002	6.636519e+000	-5.352659e+008	8.410256e+008	-1.802168e+005	-2.105215e+005	-4.535740e+011	-1.248204e+012	-5.939858e+008	7.060656e+008	1.656515e+015	-1.803685e+015	3.420235e+011	-1.261715e+012	3.268568e+018	1.315705e+018	-2.090359e+015	2.757811e+013	-1.603887e+021	2.063380e+020	
20190718_143939	dri rot 	0.000036	-0.000004	1.000000	1.322090	-49.994829	-49.997211	0.000000	0.000000	4.826041e+010	-1.995147e+010	-1.198059e+000	-0.003327	1.057559e+003	5.369515e+003	2.090307e-003	4.234857e-001	8.595320e+004	4.867957e+004	4.849711e+000	-1.583458e+002	-2.651479e+008	8.844876e+008	-2.069795e+005	-3.359346e+004	-1.056589e+012	4.443293e+010	2.459664e+007	9.094734e+008	1.187500e+015	-1.285198e+015	1.010963e+012	-1.979937e+012	7.744445e+017	3.950160e+018	-4.108128e+015	-1.581567e+015	-3.703737e+020	-1.769896e+021	
20190718_143940	dri rot 	0.000036	-0.000004	1.000000	1.322090	-49.994829	-49.997211	0.000000	0.000000	4.903976e+010	-1.946749e+010	-1.198091e+000	-0.003332	9.815942e+002	5.450720e+003	5.531256e-003	4.589225e-001	-1.549935e+005	6.832730e+004	-5.495807e+001	-1.119519e+002	-3.960229e+008	6.473749e+008	3.513501e+004	3.258961e+005	-5.771004e+011	5.088846e+011	4.627148e+008	6.281537e+008	9.238409e+014	-1.461812e+015	1.957779e+012	-7.300777e+011	-3.396797e+018	2.804295e+018	-3.166553e+014	-3.606821e+015	1.639410e+021	1.847007e+021	
20190718_143941	dri rot 	0.000036	-0.000004	1.000000	1.322090	-49.994829	-49.997211	0.000000	0.000000	4.549126e+010	-1.840615e+010	-1.198079e+000	-0.003329	9.780385e+002	5.368034e+003	-2.447870e-002	4.978264e-001	-3.249459e+005	6.197239e+004	8.341136e+001	3.804079e-001	-1.689650e+008	9.863865e+008	5.234603e+003	-1.258331e+005	-2.499669e+011	3.767811e+011	-2.023170e+008	6.823157e+008	3.395330e+014	-1.819777e+015	1.155716e+012	5.192505e+011	-4.106923e+018	-1.759260e+018	-4.680517e+014	-1.106096e+015	-2.747913e+021	1.000285e+021	
20190718_143942	dri rot 	0.000036	-0.000004	1.000000	1.322090	-50.010844	-49.997211	0.000000	0.000000	4.765087e+010	-1.905640e+010	-1.198084e+000	-0.003340	9.967444e+002	5.350195e+003	4.679790e-002	4.419022e-001	5.044140e+003	2.525821e+004	1.098726e+001	-1.233878e+001	6.354266e+007	8.009515e+008	-3.134670e+005	-1.520148e+005	-6.428547e+011	8.930511e+011	-1.021788e+008	6.604007e+008	2.041474e+014	-1.479804e+015	5.997771e+011	1.068806e+011	1.226418e+017	-4.508098e+018	-1.708962e+015	-1.686982e+015	-6.512851e+020	-1.836380e+021	
20190718_144005	dri rot 	0.000038	-0.000004	1.000000	1.322090	-50.002836	-24.998924	0.000000	0.000000	4.729693e+010	-1.849535e+010	-1.198070e+000	-0.003333	9.987980e+002	5.169479e+003	-1.003711e-002	4.583406e-001	-1.530595e+005	1.480186e+005	1.290426e+001	-6.295303e+000	-3.816955e+008	5.249493e+008	-9.028095e+004	1.272738e+005	-3.568343e+011	-1.020527e+012	1.691228e+008	8.861777e+008	1.577206e+015	-5.428872e+014	-4.391456e+011	1.882974e+012	-7.524667e+017	3.972659e+018	-2.233161e+015	-4.257759e+014	-2.931740e+021	2.653565e+021	
20190718_144009	dri rot 	0.000038	-0.000004	1.000000	1.322090	-25.003485	-24.998924	0.000000	0.000000	2.612427e+010	-7.391184e+009	-6.007213e-001	-0.003344	5.850278e+002	2.788905e+003	1.845163e-002	2.137440e-001	7.034014e+004	-4.436506e+004	-6.799797e-001	-1.416893e+002	3.070568e+008	2.106251e+008	-1.192588e+005	-1.603474e+005	1.181729e+012	1.628776e+011	6.071390e+007	5.682270e+007	-1.196168e+014	2.607156e+013	-1.346915e+012	-1.455449e+012	2.477869e+018	3.453333e+017	-1.744880e+015	-2.503226e+015	2.102851e+021	-6.417716e+020	
20190718_144010	dri rot 	0.000038	-0.000004	1.000000	1.322090	-24.995478	-24.998924	0.000000	0.000000	2.400424e+010	-9.102921e+009	-6.007105e-001	-0.003319	4.896691e+002	2.734660e+003	4.031385e-002	2.557533e-001	-1.257413e+004	-2.954389e+004	4.086568e+001	-9.262868e+001	8.075581e+007	8.923446e+006	-7.530470e+004	8.457168e+004	7.690225e+011	3.075166e+011	1.691592e+008	4.203973e+008	-2.278808e+014	1.910877e+014	-1.989815e+011	-4.319071e+011	4.242253e+016	1.990510e+018	5.129412e+014	-1.523233e+015	-2.232561e+021	1.722491e+021	
20190718_144011	dri rot 	0.000038	-0.000004	1.000000	1.322090	-24.995478	-24.998924	0.000000	0.000000	2.308481e+010	-7.261618e+009	-6.007124e-001	-0.003337	6.674159e+002	2.611509e+003	1.078045e-002	2.196171e-001	-2.240848e+004	-3.461980e+004	-2.189019e+001	-2.524037e+001	1.257126e+008	-1.153756e+008	1.047412e+004	-1.668976e+005	5.275709e+011	-1.042470e+012	5.704487e+007	1.424858e+008	2.759008e+014	4.909582e+014	-1.413412e+012	-1.307056e+012	-1.607194e+018	-1.529824e+018	-4.794980e+014	-2.211143e+015	-4.537286e+020	-2.240359e+021	
20190718_144012	dri rot 	0.000038	-0.000004	1.000000	1.322090	-24.995478	-24.998924	0.000000	0.000000	2.393940e+010	-8.616110e+009	-6.007245e-001	-0.003335	7.686506e+002	2.587718e+003	5.858778e-003	2.467662e-001	-4.443879e+003	-5.220717e+004	2.167080e+001	-1.233688e+002	-2.955866e+008	1.231646e+008	-1.191993e+005	-2.063201e+005	1.490452e+011	-7.507909e+011	-7.676640e+006	-7.891321e+006	1.124101e+015	3.869894e+014	-3.429578e+011	-1.910365e+012	-7.582239e+017	-1.991747e+018	8.343013e+014	-7.453827e+014	-3.414099e+020	4.109571e+020	
20190718_144013	dri rot 	0.000038	-0.000004	1.000000	1.322090	-24.987471	-24.998924	0.000000	0.000000	2.508006e+010	-7.471907e+009	-6.007008e-001	-0.003321	5.799022e+002	2.683896e+003	5.904715e-003	2.213333e-001	-1.415176e+005	-5.884762e+004	8.298560e+001	-1.323517e+002	-4.363950e+008	1.251786e+008	-1.456934e+005	2.460939e+005	-3.011924e+011	-9.104186e+011	1.628027e+008	2.515127e+008	8.823752e+014	2.845108e+014	-9.958158e+010	-1.257495e+012	5.831611e+016	-1.420889e+018	-4.798337e+014	-2.142254e+014	-1.334458e+021	4.126521e+020	
20190718_144035	dri rot 	0.000039	-0.000004	1.000000	1.322090	-24.987471	-10.000833	0.000000	0.000000	2.369675e+010	-1.005714e+010	-6.007214e-001	-0.003324	5.238208e+002	2.642379e+003	-9.509233e-003	2.121746e-001	2.636713e+004	5.286056e+004	1.315119e+002	-4.644836e+000	-1.489832e+008	2.413725e+008	-2.136779e+005	3.395132e+005	4.213376e+011	-2.544273e+011	-8.252502e+008	-1.755113e+008	6.114877e+014	-3.165861e+014	1.409261e+012	1.751747e+011	1.117761e+018	7.447716e+017	-3.205127e+015	-3.008433e+015	4.430341e+021	1.217721e+021	
20190718_144039	dri rot 	0.000039	-0.000004	1.000000	1.322090	-9.973449	-10.000833	0.000000	0.000000	1.045814e+010	-2.181514e+009	-2.423128e-001	-0.003333	2.336424e+002	1.127845e+003	5.030337e-003	8.769144e-002	-1.043656e+004	-5.403283e+004	1.340468e+001	3.922062e+001	-2.113452e+008	5.681881e+007	-1.211296e+005	-8.571226e+004	-7.443276e+011	3.596259e+011	-3.005055e+007	2.697087e+008	3.503717e+014	-4.855786e+014	-3.252760e+011	-1.695655e+012	6.308901e+017	-1.189162e+017	-1.011040e+015	3.902016e+014	-1.777595e+020	-2.498663e+020	
20190718_144040	dri rot 	0.000039	-0.000004	1.000000	1.322090	-9.989464	-10.000833	0.000000	0.000000	1.118424e+010	-4.681991e+009	-2.422985e-001	-0.003325	1.605976e+002	1.131419e+003	-3.966510e-003	8.814199e-002	-4.085535e+004	-8.230050e+004	-2.596771e+001	-5.514331e+001	-2.076919e+008	2.171393e+008	-1.188229e+005	3.120802e+004	-5.896264e+011	5.292728e+011	2.878688e+008	1.283205e+008	8.078069e+014	-3.006314e+014	4.187371e+011	-1.226842e+012	9.911994e+016	1.541298e+017	3.714635e+013	-1.832480e+015	7.732942e+020	1.090506e+021	
