Date	Options	A_MRU Level (rad)	B_Top Plate Level (rad)	Rref(m)	Lcoil(m)	I(A)	I FGC(A)	x (mm)	y (mm)	B1 (T)	A1 (T)	B2 (T)	Angle (rad)	B3 (T)	A3 (T)	B4 (T)	A4 (T)	B5 (T)	A5 (T)	B6 (T)	A6 (T)	B7 (T)	A7 (T)	B8 (T)	A8 (T)	B9 (T)	A9 (T)	B10 (T)	A10 (T)	B11 (T)	A11 (T)	B12 (T)	A12 (T)	B13 (T)	A13 (T)	B14 (T)	A14 (T)	B15 (T)	A15 (T)	
20190718_142335	dri rot 	0.000036	-0.000002	1.000000	1.322090	0.003869	0.003154	0.000000	0.000000	2.496990e+009	2.038786e+009	-3.139627e-003	-0.003109	6.460044e+001	-1.276042e+001	-1.081560e-002	1.163608e-002	-5.090928e+003	1.180538e+004	-1.027581e+001	-4.522004e+001	7.875991e+007	-7.176010e+006	6.377596e+004	1.111517e+004	-1.101111e+010	6.706600e+011	-6.507475e+008	-6.147849e+008	6.427146e+014	-3.241098e+014	2.149611e+011	7.819753e+011	1.561185e+018	2.151887e+017	8.378080e+013	-1.588699e+015	2.477955e+021	4.626116e+020	
20190718_142336	dri rot 	0.000036	-0.000002	1.000000	1.322090	0.003869	0.003154	0.000000	0.000000	3.573818e+009	8.982295e+008	-3.136590e-003	-0.001144	-1.031047e+002	-3.347642e+001	-1.500269e-002	2.274648e-002	-1.370332e+004	-2.181748e+004	-1.753002e+001	2.323337e+001	-9.644810e+007	-1.035589e+008	-8.735751e+004	3.221631e+004	-1.596040e+010	-6.689364e+011	6.042322e+008	2.679007e+008	-4.663827e+014	4.382144e+014	-1.208479e+012	2.167788e+011	-7.538527e+017	9.030048e+017	5.471242e+013	2.217484e+015	-3.107696e+021	1.368044e+021	
20190718_142337	dri rot 	0.000036	-0.000002	1.000000	1.322090	0.003869	0.003154	0.000000	0.000000	3.040926e+009	5.190219e+008	-3.142246e-003	0.000561	-2.485354e+001	1.682545e+001	-4.002469e-003	-2.019864e-003	5.157384e+004	-1.831349e+004	5.939612e+001	-2.675062e+001	2.154384e+007	1.709643e+008	1.129677e+005	-5.118711e+004	1.396338e+011	7.059227e+011	-7.479989e+008	-2.272821e+008	3.585202e+014	-9.062178e+012	8.671887e+011	-1.172333e+012	-1.270919e+017	-4.047802e+017	-1.020031e+015	1.054343e+015	-1.018320e+021	-2.163748e+020	
20190718_142338	dri rot 	0.000036	-0.000002	1.000000	1.322090	0.011876	0.003154	0.000000	0.000000	4.381320e+008	3.114514e+009	-3.140401e-003	-0.001478	7.075979e+001	1.126751e+002	1.059064e-002	-9.246863e-003	9.359600e+004	8.600174e+004	3.008343e+001	-5.464506e+001	5.544599e+007	6.850650e+007	8.385481e+004	-8.941538e+004	1.900446e+011	7.061508e+011	-7.530111e+008	9.524183e+006	4.019953e+014	-4.521658e+014	-1.169022e+012	-7.365062e+011	4.861700e+017	7.947739e+017	1.459675e+014	-1.271364e+015	2.121131e+021	-9.494693e+020	
20190718_142339	dri rot 	0.000036	-0.000002	1.000000	1.322090	0.003869	0.003154	0.000000	0.000000	3.073446e+009	1.547745e+009	-3.131977e-003	-0.002860	3.556988e+001	3.914134e+001	-1.607150e-002	1.467451e-002	-3.015384e+004	-3.649389e+004	-9.628617e+000	2.347452e+001	-1.585027e+007	-6.539670e+006	-4.002126e+004	2.168200e+004	-1.992272e+011	-6.304834e+011	7.609492e+008	-1.796017e+008	1.208192e+014	4.446717e+014	1.015045e+012	-8.125140e+011	-5.815656e+017	-7.755552e+016	-6.803576e+014	1.054476e+015	6.582031e+020	5.808031e+020	
20190718_142340	dri rot 	0.000036	-0.000002	1.000000	1.322090	0.019884	0.003154	0.000000	0.000000	2.309522e+009	-9.618628e+008	-3.133269e-003	-0.001433	4.276523e+001	5.138353e+001	1.534234e-004	-2.067021e-003	-2.836429e+004	-1.536921e+004	3.969761e+001	-2.393850e+001	8.306462e+007	2.063012e+007	5.632574e+004	-6.658766e+004	2.369977e+011	6.668720e+011	-7.731398e+008	4.950485e+008	-3.090499e+014	-3.149208e+014	2.309839e+011	1.404273e+012	6.216057e+017	-4.594839e+017	-1.458568e+015	1.401573e+014	3.289069e+020	2.042218e+021	
20190718_142401	dri rot 	0.000038	-0.000003	1.000000	1.322090	0.003869	4.999099	0.000000	0.000000	2.823896e+009	-4.265569e+008	-3.139732e-003	-0.002966	7.067068e+001	-8.572990e+000	-5.098316e-003	1.848947e-002	2.236817e+004	-8.370508e+003	-3.697680e+001	-1.135491e+001	-2.937485e+007	-2.157858e+007	-9.815913e+004	1.292145e+005	-1.771247e+011	-4.781981e+009	5.104605e+008	-9.459746e+008	2.025029e+014	3.977143e+013	1.342353e+011	1.236419e+010	-9.446665e+017	1.565800e+018	-1.703562e+015	-1.722391e+014	-7.644411e+020	1.923473e+021	
20190718_142405	dri rot 	0.000038	-0.000003	1.000000	1.322090	5.000534	4.999099	0.000000	0.000000	-2.998937e+009	3.330508e+009	1.162395e-001	-0.003400	-5.548679e+001	-5.427621e+002	6.970417e-003	-5.750010e-002	2.081219e+004	1.102728e+004	1.905757e+001	-5.238477e+001	1.434081e+007	-2.980415e+007	1.844274e+005	-1.223334e+005	-2.035117e+010	6.375400e+011	-6.634307e+008	2.236527e+008	-3.053840e+014	5.367807e+013	1.038836e+011	7.189320e+011	6.990211e+017	-1.058027e+018	-2.566089e+013	-4.560179e+014	1.238652e+021	1.254232e+020	
20190718_142406	dri rot 	0.000038	-0.000003	1.000000	1.322090	5.008542	4.999099	0.000000	0.000000	-3.442572e+009	3.340581e+009	1.162402e-001	-0.003345	-1.373805e+002	-6.157859e+002	-1.542805e-002	-4.626757e-002	2.261367e+004	-2.434706e+004	-5.764592e+001	5.286926e+001	-6.079767e+007	-8.073889e+007	-1.490188e+005	6.768267e+004	-3.614371e+011	-7.007482e+011	4.889968e+008	-2.466177e+008	-2.099988e+012	-1.378672e+014	-6.220223e+011	-1.693081e+011	8.089548e+017	5.857847e+017	1.513919e+015	2.005319e+015	1.736838e+018	1.678210e+021	
20190718_142407	dri rot 	0.000038	-0.000003	1.000000	1.322090	5.016549	4.999099	0.000000	0.000000	-2.579489e+009	2.172337e+009	1.162439e-001	-0.003377	-1.311265e+002	-5.640289e+002	-2.454442e-002	-8.064286e-002	1.131582e+005	-9.728033e+003	5.662485e+001	1.350425e+001	1.254417e+008	1.773304e+007	9.813595e+004	-1.727541e+005	3.886980e+011	5.978229e+011	-5.523668e+008	4.340746e+008	1.929249e+014	-1.994744e+014	7.740448e+010	-6.305215e+011	-4.944518e+016	-6.905576e+017	-1.653636e+015	1.097364e+015	-1.666212e+021	-2.209670e+021	
20190718_142408	dri rot 	0.000038	-0.000003	1.000000	1.322090	5.000534	4.999099	0.000000	0.000000	-1.075850e+009	1.849618e+009	1.162439e-001	-0.003383	-3.087491e+002	-5.181131e+002	-1.261670e-002	-2.717147e-002	-9.037582e+004	-6.252179e+004	1.911724e+001	9.251235e+000	-8.918085e+007	-4.656496e+007	-5.432150e+004	1.949238e+005	-7.323565e+011	-3.497626e+011	3.686879e+008	-5.806585e+008	-2.805931e+014	2.648733e+014	6.492567e+011	7.447938e+011	2.980496e+017	-1.390894e+017	-8.296484e+014	-7.641777e+014	-8.619438e+020	-1.870870e+021	
20190718_142409	dri rot 	0.000038	-0.000003	1.000000	1.322090	5.008542	4.999099	0.000000	0.000000	-2.325119e+009	6.446576e+008	1.162492e-001	-0.003342	-6.683027e+001	-4.820749e+002	-7.517337e-003	-6.162047e-002	1.575953e+005	2.105331e+004	-1.548927e+001	-6.437330e+001	9.032458e+007	5.139332e+007	1.014034e+005	-3.434098e+005	5.659703e+011	2.243363e+011	-2.892673e+008	6.309125e+008	-2.974954e+014	-5.927191e+014	-1.553756e+012	6.438435e+011	4.880513e+017	5.580638e+017	-6.625620e+014	3.935528e+013	1.070576e+021	-1.691646e+021	
20190718_142431	dri rot 	0.000042	-0.000002	1.000000	1.322090	5.016549	9.998032	0.000000	0.000000	-3.948321e+009	1.874188e+009	1.162419e-001	-0.003344	-8.373776e+001	-4.383345e+002	-2.062985e-002	-5.408734e-002	3.982369e+004	2.190268e+004	-1.046467e+001	1.140197e+001	-7.312937e+006	8.794114e+007	3.474095e+004	-3.071071e+004	-4.380294e+009	-2.554003e+011	-7.726441e+008	-7.368806e+008	-5.379871e+014	-1.388764e+014	1.288157e+012	-5.856951e+011	-7.832425e+017	8.956417e+015	2.297070e+015	8.269052e+014	9.712652e+020	-3.363941e+020	
20190718_142435	dri rot 	0.000042	-0.000002	1.000000	1.322090	10.005208	9.998032	0.000000	0.000000	-8.504699e+009	3.627355e+009	2.357012e-001	-0.003334	-2.657492e+002	-1.017135e+003	-5.013760e-003	-1.022374e-001	5.155382e+004	-5.633887e+004	8.763397e+000	-5.616016e+001	6.006802e+007	-3.877512e+007	2.461091e+005	-1.759424e+005	5.799254e+011	6.726170e+011	-6.216478e+008	3.149554e+008	1.695512e+014	3.340965e+013	-9.535178e+011	-8.690362e+011	-6.488579e+017	-3.948166e+017	5.306046e+014	-1.872053e+014	7.382881e+020	1.600951e+021	
20190718_142436	dri rot 	0.000042	-0.000002	1.000000	1.322090	10.005208	9.998032	0.000000	0.000000	-7.585848e+009	4.697174e+009	2.357060e-001	-0.003362	-3.740171e+002	-1.003336e+003	-1.789131e-002	-7.524275e-002	-4.168274e+004	-2.693084e+004	-8.940484e+001	1.240053e+001	5.948780e+007	-1.507056e+008	-9.790662e+004	6.078608e+004	-7.824297e+011	-9.292734e+010	2.126264e+008	-5.959739e+008	-3.518628e+014	2.392484e+014	9.208901e+011	-8.160774e+011	4.597099e+017	-1.052611e+018	1.863127e+014	4.141106e+013	-7.961900e+020	1.046149e+021	
20190718_142437	dri rot 	0.000042	-0.000002	1.000000	1.322090	10.005208	9.998032	0.000000	0.000000	-6.802203e+009	5.520381e+009	2.357008e-001	-0.003340	-2.145318e+002	-1.030956e+003	2.162038e-003	-1.071577e-001	1.566275e+005	3.568950e+003	3.334559e+001	1.690840e+001	-7.419013e+007	-9.819421e+007	3.142806e+004	-2.049383e+005	6.802736e+011	-1.476617e+011	1.918416e+008	4.933649e+008	-1.552791e+014	2.322173e+014	9.674184e+011	1.928078e+012	1.468733e+018	4.413268e+017	-3.570490e+013	7.998124e+014	-1.056034e+021	-8.182497e+020	
20190718_142438	dri rot 	0.000042	-0.000002	1.000000	1.322090	9.997200	9.998032	0.000000	0.000000	-6.982839e+009	3.391379e+009	2.357082e-001	-0.003362	-1.958063e+002	-9.853799e+002	-6.184872e-003	-7.974384e-002	6.585887e+004	-4.569913e+004	4.640712e+001	4.652452e+001	-1.126172e+007	-5.987789e+007	1.881406e+005	2.018037e+005	-6.668663e+011	4.214075e+011	-5.417383e+008	-3.984567e+008	-2.921803e+014	-1.064409e+014	-1.545391e+012	-1.563165e+011	8.197775e+017	1.041484e+018	-4.695100e+013	-8.589454e+014	-8.517764e+020	-1.505295e+021	
20190718_142439	dri rot 	0.000042	-0.000002	1.000000	1.322090	10.013215	9.998032	0.000000	0.000000	-8.503077e+009	6.028051e+009	2.357054e-001	-0.003322	-1.646778e+002	-1.090519e+003	-3.081559e-002	-1.106928e-001	7.528649e+004	-5.313878e+004	-1.230414e+001	-5.592718e+001	1.232697e+008	-1.068166e+008	-5.914875e+004	-3.078904e+005	2.017383e+011	-5.405465e+011	7.851610e+008	7.530384e+007	5.234490e+013	1.776806e+014	1.460740e+012	-1.354556e+012	-6.997887e+017	1.206154e+018	1.013806e+015	1.965768e+014	1.683800e+021	-5.160774e+020	
20190718_142501	dri rot 	0.000039	-0.000002	1.000000	1.322090	9.997200	24.998358	0.000000	0.000000	-7.921728e+009	4.978882e+009	2.357094e-001	-0.003355	-9.137378e+001	-1.111549e+003	-2.528570e-002	-1.290756e-001	5.662785e+004	-5.990706e+004	-4.880491e+001	4.295054e+001	-9.159344e+007	-1.731723e+008	1.910341e+005	-1.785293e+004	2.820966e+011	6.922247e+011	-5.741046e+008	-9.307853e+007	-2.371936e+014	6.031947e+013	5.267010e+011	9.712217e+011	-1.975280e+017	-6.628215e+017	1.073049e+015	-2.010265e+015	5.381302e+021	8.815272e+020	
20190718_142504	dri rot 	0.000039	-0.000002	1.000000	1.322090	25.011219	24.998358	0.000000	0.000000	-2.083141e+010	1.039242e+010	5.941589e-001	-0.003350	-6.583172e+002	-2.755671e+003	8.420190e-003	-2.822460e-001	1.954628e+005	-3.823969e+004	1.959394e+001	-5.171610e+001	-6.059643e+007	-1.475735e+008	-1.495270e+005	-1.727752e+005	6.726274e+011	-3.264129e+011	-3.199832e+007	3.841296e+008	1.821541e+014	-3.040349e+014	-3.693817e+011	1.085858e+012	-1.714670e+018	2.317121e+017	2.902777e+015	1.616287e+013	3.013385e+021	1.867212e+021	
20190718_142505	dri rot 	0.000039	-0.000002	1.000000	1.322090	25.003212	24.998358	0.000000	0.000000	-2.001410e+010	1.117684e+010	5.941670e-001	-0.003340	-7.173594e+002	-2.648195e+003	-2.039853e-002	-2.166307e-001	-2.469863e+004	-9.055338e+004	-1.222945e+002	3.311258e+001	4.416921e+007	-4.623979e+008	3.387042e+005	-5.616545e+004	-3.845241e+011	7.493439e+011	-2.447260e+008	-5.129848e+008	-3.383356e+014	8.568910e+014	-1.066336e+012	-1.161071e+012	-3.021950e+017	-2.378445e+018	8.331904e+014	-1.940268e+014	9.538693e+020	1.750484e+021	
20190718_142506	dri rot 	0.000039	-0.000002	1.000000	1.322090	25.003212	24.998358	0.000000	0.000000	-2.244066e+010	1.222331e+010	5.941594e-001	-0.003343	-6.825061e+002	-2.620984e+003	-3.665960e-002	-2.408600e-001	7.236722e+004	-2.816652e+004	4.431520e+001	5.099241e+001	1.587263e+008	-1.891849e+008	-1.309709e+005	-5.424472e+004	-2.444809e+011	-6.847310e+011	4.791912e+008	-4.582991e+008	-1.140158e+015	2.592648e+014	1.998276e+012	-6.873725e+011	1.704161e+018	-1.002384e+018	2.732305e+015	2.293972e+015	2.346351e+020	1.566321e+021	
20190718_142507	dri rot 	0.000039	-0.000002	1.000000	1.322090	24.995204	24.998358	0.000000	0.000000	-2.153777e+010	1.330107e+010	5.941653e-001	-0.003343	-5.640363e+002	-2.706881e+003	1.124510e-002	-2.694695e-001	2.487876e+005	5.894507e+004	7.288669e+001	5.491291e+001	-1.752891e+008	-1.596339e+008	3.043337e+004	-2.206314e+005	6.393567e+011	2.036026e+011	-2.449399e+008	2.803171e+008	2.413719e+014	1.033937e+014	-3.382182e+011	1.754654e+012	2.627539e+018	1.200727e+018	1.634845e+015	1.714923e+015	-1.751755e+021	8.316913e+020	
20190718_142508	dri rot 	0.000039	-0.000002	1.000000	1.322090	25.011219	24.998358	0.000000	0.000000	-2.089792e+010	1.249594e+010	5.941844e-001	-0.003349	-6.236418e+002	-2.667691e+003	-6.338061e-003	-2.376024e-001	5.166240e+004	-1.254036e+005	3.288194e+001	8.335147e+001	6.949285e+007	-3.982418e+008	1.527282e+005	3.081138e+005	-8.630505e+011	2.152673e+011	-2.384496e+007	-4.667471e+008	-4.464318e+014	4.926412e+014	-1.704197e+012	-1.168235e+012	1.044620e+018	2.157417e+018	4.215361e+014	9.214086e+014	-2.174796e+020	-2.707059e+021	
20190718_142531	dri rot 	0.000040	-0.000002	1.000000	1.322090	25.019227	49.997330	0.000000	0.000000	-2.059312e+010	1.245623e+010	5.941613e-001	-0.003345	-5.429667e+002	-2.611451e+003	-3.884549e-002	-2.679805e-001	1.753206e+005	-5.546725e+004	-7.530172e+000	7.255759e+000	2.642016e+008	-3.867017e+008	-5.672245e+004	4.945408e+004	-6.355951e+011	-3.032078e+011	4.110960e+008	-8.958582e+008	-6.127052e+014	6.504404e+014	1.585764e+012	-2.306905e+012	-1.033800e+017	-9.722986e+017	3.199398e+015	1.457606e+014	7.536288e+020	2.959828e+021	
20190718_142535	dri rot 	0.000040	-0.000002	1.000000	1.322090	50.010560	49.997330	0.000000	0.000000	-4.657633e+010	1.978128e+010	1.191583e+000	-0.003349	-1.171400e+003	-5.458446e+003	-8.316137e-003	-5.497288e-001	2.799317e+005	-1.144033e+005	4.230293e+001	5.681909e+001	3.326888e+008	-2.303193e+008	-3.494949e+005	8.801872e+004	-6.969440e+010	-5.018904e+011	4.706787e+008	-4.680119e+008	-1.466813e+015	-2.150241e+014	1.206539e+012	-2.702249e+011	-3.044544e+018	-1.037687e+018	3.009741e+015	8.395651e+014	3.216015e+021	-2.412774e+021	
20190718_142536	dri rot 	0.000040	-0.000002	1.000000	1.322090	50.010560	49.997330	0.000000	0.000000	-4.491906e+010	2.210235e+010	1.191570e+000	-0.003340	-1.212541e+003	-5.670398e+003	-2.206728e-002	-5.258933e-001	-3.263161e+004	-6.847593e+004	7.768766e+001	2.155021e+002	-2.026007e+008	-4.538206e+008	4.160833e+005	-4.940442e+004	7.430664e+011	5.188425e+011	-4.040922e+008	-6.701921e+008	2.386489e+014	4.262814e+014	-4.148144e+011	1.688120e+012	6.328545e+017	-3.590855e+018	2.120199e+015	1.775129e+015	2.643512e+021	3.033727e+021	
20190718_142537	dri rot 	0.000040	-0.000002	1.000000	1.322090	50.002553	49.997330	0.000000	0.000000	-4.242973e+010	1.867861e+010	1.191576e+000	-0.003340	-1.058592e+003	-5.567204e+003	-5.973954e-002	-4.635941e-001	2.212413e+005	-3.176574e+004	-1.184110e+002	6.210211e+001	-7.054707e+007	-9.533706e+008	1.637117e+005	7.160069e+004	-1.066655e+012	-4.352786e+011	3.507646e+008	-7.539355e+008	-9.648508e+014	1.559495e+015	-1.643026e+012	1.172533e+011	3.191807e+018	-2.889612e+018	2.601895e+015	3.386925e+015	-2.446158e+021	1.479525e+021	
20190718_142538	dri rot 	0.000040	-0.000002	1.000000	1.322090	50.026575	49.997330	0.000000	0.000000	-4.366124e+010	2.098029e+010	1.191590e+000	-0.003346	-1.316494e+003	-5.607135e+003	5.952137e-003	-5.258525e-001	1.555843e+005	-1.181076e+005	7.552868e+001	1.382359e+002	8.295634e+007	-2.839171e+008	2.234405e+005	-7.942523e+003	6.684542e+011	5.584657e+011	-3.950837e+008	-1.503374e+008	2.526436e+014	2.560273e+014	1.694184e+012	-1.722645e+010	1.102302e+018	3.845253e+018	1.214797e+014	1.285667e+015	1.632226e+020	-4.466516e+021	
20190718_142539	dri rot 	0.000040	-0.000002	1.000000	1.322090	50.010560	49.997330	0.000000	0.000000	-4.275232e+010	2.193311e+010	1.191558e+000	-0.003337	-1.138245e+003	-5.626728e+003	-8.378246e-002	-4.867470e-001	2.872834e+005	1.541413e+004	-7.303226e+001	6.613659e+001	6.264297e+007	-8.933485e+008	5.598539e+005	1.050431e+005	-1.195296e+012	-1.024958e+011	2.250821e+008	-1.147255e+009	-7.707959e+014	1.908653e+015	2.245503e+011	2.022079e+011	-1.980830e+018	1.645520e+018	1.607288e+014	-2.277888e+014	3.470778e+021	-3.878287e+021	
20190718_142601	dri rot 	0.000035	-0.000002	1.000000	1.322090	50.010560	75.001312	0.000000	0.000000	-4.081505e+010	2.199106e+010	1.191578e+000	-0.003342	-1.125004e+003	-5.360521e+003	-4.108495e-002	-5.210095e-001	2.457200e+005	-2.047761e+005	8.840488e+001	-4.227082e+001	2.349680e+008	-2.011812e+008	-4.613226e+004	-2.770578e+005	4.859923e+011	-5.290632e+011	-1.292603e+006	1.955266e+008	-5.463057e+014	-3.932674e+014	2.481881e+012	-4.411517e+011	-8.104868e+017	-3.659125e+018	1.422280e+015	5.627875e+015	-1.425573e+021	-7.678909e+021	
20190718_142605	dri rot 	0.000035	-0.000002	1.000000	1.322090	75.001893	75.001312	0.000000	0.000000	-6.967811e+010	3.007042e+010	1.788905e+000	-0.003341	-1.789079e+003	-8.302943e+003	1.724236e-002	-7.692945e-001	2.730318e+005	-2.034619e+005	4.040480e+001	2.414253e+002	6.949590e+007	-1.264587e+009	-6.130435e+004	6.378133e+005	-5.910368e+011	-8.817212e+010	2.436193e+008	-1.528260e+009	-1.137257e+015	2.332587e+015	-5.774721e+011	-1.647880e+012	-5.194170e+018	-1.111177e+018	2.374049e+015	2.804997e+014	4.019231e+021	2.503699e+020	
20190718_142606	dri rot 	0.000035	-0.000002	1.000000	1.322090	75.009900	75.001312	0.000000	0.000000	-6.691327e+010	3.228181e+010	1.788872e+000	-0.003338	-1.844051e+003	-8.043917e+003	-1.004017e-001	-7.811221e-001	5.874924e+005	-1.319692e+005	-2.814281e+001	1.239561e+002	7.613115e+008	-9.813852e+008	-5.161407e+003	4.054423e+005	-3.381923e+011	-1.571966e+012	2.949302e+008	-1.080092e+009	-2.048136e+015	1.171917e+015	1.047415e+012	-2.451532e+012	-7.262920e+016	-5.318891e+018	2.789531e+015	2.474948e+015	1.575035e+021	-7.982100e+020	
20190718_142607	dri rot 	0.000035	-0.000002	1.000000	1.322090	75.001893	75.001312	0.000000	0.000000	-7.180733e+010	2.842750e+010	1.788853e+000	-0.003356	-1.823385e+003	-8.104604e+003	-5.099285e-002	-7.273477e-001	2.550513e+005	-3.049103e+005	7.871413e+001	-1.110107e+002	1.243618e+008	-4.891399e+008	1.494529e+005	-5.190435e+005	3.442904e+011	2.545574e+011	-4.477593e+008	-1.954067e+008	-9.285707e+014	-7.292754e+014	1.047627e+012	-6.732180e+011	5.765076e+018	-3.448394e+018	5.275375e+015	3.896365e+015	2.036695e+020	8.367458e+020	
20190718_142608	dri rot 	0.000035	-0.000002	1.000000	1.322090	75.009900	75.001312	0.000000	0.000000	-6.829030e+010	3.242345e+010	1.788934e+000	-0.003339	-1.720019e+003	-8.217029e+003	2.958306e-002	-7.691762e-001	2.187396e+005	1.095592e+004	5.114276e+001	1.271899e+002	-4.349547e+008	-8.016212e+008	-1.954451e+005	-1.815459e+005	5.122791e+011	7.275417e+011	7.794762e+007	-1.340612e+009	7.769434e+013	6.199626e+014	-1.820476e+012	8.537123e+011	6.475597e+018	1.868966e+018	3.377156e+015	5.907073e+015	-2.678405e+021	-2.912835e+021	
20190718_142610	dri rot 	0.000035	-0.000002	1.000000	1.322090	75.017908	75.001312	0.000000	0.000000	-6.511667e+010	3.251186e+010	1.788848e+000	-0.003336	-1.612476e+003	-8.102716e+003	1.456227e-002	-7.721338e-001	2.472066e+005	-8.377309e+003	-8.826850e+001	7.180321e+001	4.103651e+008	-9.521625e+008	4.671021e+004	4.166662e+005	-1.221765e+012	-9.835922e+011	-1.407189e+008	-1.107541e+009	-1.293589e+015	1.438071e+015	-1.542412e+012	-3.178261e+012	3.834132e+018	6.906205e+018	-2.937314e+014	2.890839e+015	-1.615723e+021	-5.379560e+021	
20190718_142631	dri rot 	0.000040	-0.000003	1.000000	1.322090	75.009900	99.997765	0.000000	0.000000	-6.731037e+010	3.224045e+010	1.788917e+000	-0.003353	-1.880403e+003	-7.991742e+003	-9.718747e-002	-7.372372e-001	1.399864e+005	-6.740217e+004	3.490376e+001	-7.531188e+001	7.037868e+008	-3.660798e+008	6.018465e+005	1.317493e+005	7.678050e+011	-4.526701e+011	-2.866496e+008	-8.183753e+008	-1.405137e+015	-8.670291e+014	1.302059e+012	-3.308885e+012	-4.425211e+018	3.049359e+017	5.651108e+014	9.634124e+015	2.287083e+021	2.127909e+021	
20190718_142635	dri rot 	0.000040	-0.000003	1.000000	1.322090	100.001232	99.997765	0.000000	0.000000	-8.715303e+010	4.064173e+010	2.386072e+000	-0.003345	-2.435164e+003	-1.090989e+004	3.500499e-002	-1.032118e+000	2.245352e+005	2.677144e+005	2.361678e+002	1.288229e+002	2.982295e+008	-6.625218e+008	-8.463645e+005	2.302785e+004	4.980817e+011	-1.847660e+012	-1.021848e+009	-1.335137e+009	-2.185479e+015	2.620636e+014	-8.125774e+011	-3.567226e+011	-6.085330e+018	-3.248234e+018	6.221842e+015	6.967500e+014	5.896872e+021	-3.052053e+021	
20190718_142636	dri rot 	0.000040	-0.000003	1.000000	1.322090	100.001232	99.997765	0.000000	0.000000	-9.564528e+010	4.097401e+010	2.385985e+000	-0.003349	-2.631727e+003	-1.095488e+004	-7.726192e-002	-1.039755e+000	5.737203e+005	-4.109781e+005	-5.204572e+001	-1.227132e+002	3.107435e+008	-5.776886e+008	7.716759e+004	-9.727355e+004	8.004789e+010	5.591488e+011	-8.420631e+008	-6.034554e+008	-8.040207e+014	-6.114631e+014	-3.360787e+011	-1.280035e+012	5.482554e+017	-5.995415e+018	7.372004e+015	5.458003e+015	4.454258e+021	3.997069e+021	
20190718_142637	dri rot 	0.000040	-0.000003	1.000000	1.322090	100.009239	99.997765	0.000000	0.000000	-9.202890e+010	4.347859e+010	2.386061e+000	-0.003343	-2.330614e+003	-1.099460e+004	-9.033386e-002	-1.089346e+000	4.851265e+005	-2.584790e+005	-1.824047e+002	1.913774e+002	-6.698259e+008	-1.327034e+009	6.762958e+005	1.193602e+005	-5.839226e+011	9.282891e+011	2.001266e+008	-2.175641e+009	1.211977e+015	2.700726e+015	6.777002e+011	-2.449953e+012	8.146939e+018	-4.555187e+018	4.916503e+015	7.845391e+015	-9.606482e+020	2.939753e+021	
20190718_142639	dri rot 	0.000040	-0.000003	1.000000	1.322090	99.993224	99.997765	0.000000	0.000000	-8.607450e+010	4.420206e+010	2.386077e+000	-0.003340	-2.377293e+003	-1.099678e+004	4.647214e-002	-1.012823e+000	2.479032e+005	2.744435e+005	3.374764e+001	3.028745e+002	-3.402249e+008	-1.425999e+009	-3.964581e+005	3.076323e+005	-5.455886e+011	-9.785209e+011	-2.125124e+008	-1.931545e+009	-1.401126e+015	2.426600e+015	9.976020e+011	-3.043025e+012	1.025021e+019	2.587798e+018	6.398007e+014	7.502714e+015	-3.409053e+021	-3.762346e+021	
20190718_142640	dri rot 	0.000040	-0.000003	1.000000	1.322090	100.009239	99.997765	0.000000	0.000000	-8.900401e+010	3.931924e+010	2.386039e+000	-0.003347	-2.450001e+003	-1.097141e+004	1.641709e-002	-1.047834e+000	4.451992e+005	-1.295493e+005	6.350527e+001	7.290224e+001	4.345892e+008	-9.317737e+008	-6.845295e+005	1.950938e+005	-8.536544e+011	-1.537090e+012	1.881421e+008	-9.070050e+007	-2.406833e+015	8.506348e+014	2.348618e+012	-6.482791e+011	3.057662e+018	8.396036e+018	-8.905470e+014	5.979983e+015	-4.816912e+021	-4.370258e+021	
20190718_142701	dri rot 	0.000038	-0.000003	1.000000	1.322090	100.001232	125.000343	0.000000	0.000000	-9.232003e+010	4.407763e+010	2.386110e+000	-0.003334	-2.388366e+003	-1.089413e+004	-7.096574e-002	-1.124284e+000	5.863278e+005	-1.749137e+005	-5.162788e+001	-4.672819e+001	5.304787e+008	-6.000898e+008	-3.677013e+005	-1.392495e+005	3.536848e+011	-5.546366e+011	-3.183158e+008	1.355699e+008	-9.388389e+014	1.607818e+015	8.640634e+011	-2.222003e+012	-4.344556e+018	5.562198e+017	-2.995353e+015	7.777240e+015	-3.748039e+021	-5.721656e+021	
20190718_142706	dri rot 	0.000038	-0.000003	1.000000	1.322090	125.016586	125.000343	0.000000	0.000000	-1.183763e+011	5.350711e+010	2.982933e+000	-0.003348	-3.196915e+003	-1.398345e+004	3.382480e-002	-1.311889e+000	4.195624e+005	6.362520e+004	1.052532e+002	2.153195e+002	1.128738e+008	-8.543543e+008	-8.063106e+005	-2.549231e+005	-2.982406e+011	2.093265e+011	-5.689865e+008	-1.088274e+009	-4.008597e+014	1.083667e+015	2.212580e+012	1.132838e+012	-7.427284e+018	-3.727989e+018	6.208096e+015	2.952602e+015	3.334287e+021	-2.453448e+021	
